Date,Open,High,Low,Close,Adj Close,Volume
2018-05-28,10898.500000,11045.900391,10892.650391,11014.549805,11014.549805,832000
2018-05-29,11003.049805,11004.700195,10875.599609,10895.750000,10895.750000,652500
2018-05-30,10817.150391,10941.150391,10789.349609,10899.450195,10899.450195,762300
2018-05-31,11014.349609,11191.250000,10931.049805,11131.700195,11131.700195,1699700
2018-06-01,11119.799805,11166.750000,11037.099609,11058.049805,11058.049805,902200
2018-06-04,11178.650391,11187.700195,10862.500000,10881.049805,10881.049805,808300
2018-06-05,10882.299805,10908.950195,10795.700195,10889.299805,10889.299805,586400
2018-06-06,10896.700195,10979.500000,10870.500000,10965.099609,10965.099609,619800
2018-06-07,11031.700195,11125.349609,11028.599609,11057.400391,11057.400391,739200
2018-06-08,11020.250000,11025.400391,10937.950195,11003.349609,11003.349609,534200
2018-06-11,11007.700195,11081.599609,10994.299805,11014.400391,11014.400391,661900
2018-06-12,11055.200195,11089.450195,11009.650391,11075.349609,11075.349609,670900
2018-06-13,11111.549805,11115.750000,11034.349609,11053.000000,11053.000000,669900
2018-06-14,11050.250000,11050.250000,10995.049805,11010.849609,11010.849609,551800
2018-06-15,11011.150391,11045.750000,10944.450195,10976.400391,10976.400391,974700
2018-06-18,10982.700195,10994.700195,10947.000000,10962.799805,10962.799805,600300
2018-06-19,10974.400391,10974.400391,10913.049805,10929.150391,10929.150391,749000
2018-06-20,10953.049805,11049.799805,10951.849609,11040.349609,11040.349609,603100
2018-06-21,11081.200195,11113.099609,11028.250000,11044.000000,11044.000000,733800
2018-06-22,11049.400391,11231.650391,11022.099609,11213.849609,11213.849609,652200
2018-06-25,11201.849609,11219.000000,11131.000000,11140.099609,11140.099609,485900
2018-06-26,11103.349609,11182.750000,11096.849609,11141.450195,11141.450195,516400
2018-06-27,11154.700195,11167.049805,11017.000000,11045.750000,11045.750000,763600
2018-06-28,11032.599609,11052.150391,10888.799805,10949.000000,10949.000000,1025800
2018-06-29,10960.549805,11031.000000,10953.700195,11007.049805,11007.049805,764600
2018-07-02,11019.750000,11022.049805,10868.299805,10932.700195,10932.700195,1206500
2018-07-03,10931.349609,10952.349609,10886.950195,10909.700195,10909.700195,574100
2018-07-04,10922.900391,11034.349609,10892.250000,11019.150391,11019.150391,662100
2018-07-05,11035.950195,11080.650391,11003.349609,11043.200195,11043.200195,461800
2018-07-06,11015.900391,11084.950195,11008.049805,11024.000000,11024.000000,690500
2018-07-09,11071.650391,11104.849609,11040.200195,11090.650391,11090.650391,555100
2018-07-10,11129.650391,11199.450195,11110.849609,11191.299805,11191.299805,545400
2018-07-11,11193.599609,11229.900391,11138.900391,11153.250000,11153.250000,527900
2018-07-12,11203.200195,11301.849609,11194.700195,11262.650391,11262.650391,532800
2018-07-13,11279.750000,11303.950195,11230.750000,11259.450195,11259.450195,625500
2018-07-16,11254.750000,11264.400391,11169.000000,11184.500000,11184.500000,683300
2018-07-17,11173.400391,11301.750000,11171.099609,11285.299805,11285.299805,605600
2018-07-18,11334.200195,11385.849609,11258.799805,11279.349609,11279.349609,744500
2018-07-19,11300.950195,11300.950195,11186.299805,11208.700195,11208.700195,614300
2018-07-20,11191.099609,11290.299805,11167.299805,11270.549805,11270.549805,532700
2018-07-23,11205.750000,11324.599609,11197.299805,11312.700195,11312.700195,667900
2018-07-24,11299.799805,11367.000000,11279.950195,11332.849609,11332.849609,651400
2018-07-25,11351.549805,11418.500000,11345.950195,11398.200195,11398.200195,649300
2018-07-26,11404.700195,11620.400391,11402.750000,11588.450195,11588.450195,1736700
2018-07-27,11627.549805,11699.450195,11624.849609,11691.000000,11691.000000,1097900
2018-07-30,11728.849609,11760.500000,11650.950195,11738.849609,11738.849609,1445600
2018-07-31,11708.650391,11711.299805,11605.450195,11662.900391,11662.900391,1125000
2018-08-01,11642.349609,11683.549805,11545.299805,11590.250000,11590.250000,825900
2018-08-02,11546.049805,11552.549805,11448.150391,11459.299805,11459.299805,578500
2018-08-03,11521.500000,11649.400391,11514.599609,11636.000000,11636.000000,728600
2018-08-06,11684.549805,11734.750000,11670.750000,11699.049805,11699.049805,1015600
2018-08-07,11726.700195,11729.299805,11669.599609,11702.400391,11702.400391,867100
2018-08-08,11717.349609,11783.349609,11671.299805,11770.250000,11770.250000,724500
2018-08-09,11810.500000,11855.200195,11781.200195,11838.099609,11838.099609,1660500
2018-08-10,11849.150391,11853.400391,11740.750000,11768.750000,11768.750000,1877700
2018-08-13,11646.049805,11659.900391,11583.250000,11602.700195,11602.700195,1031800
2018-08-14,11637.000000,11700.450195,11635.450195,11669.849609,11669.849609,668500
2018-08-16,11606.700195,11644.599609,11522.000000,11536.450195,11536.450195,1177400
2018-08-17,11593.799805,11649.000000,11582.599609,11621.650391,11621.650391,810400
2018-08-20,11649.950195,11724.650391,11649.950195,11708.849609,11708.849609,619100
2018-08-21,11709.150391,11718.250000,11662.049805,11706.250000,11706.250000,670700
2018-08-23,11772.000000,11775.700195,11614.950195,11625.450195,11625.450195,805800
